label,category,locality,postal_code,latitude,longitude,description,ville_proche
Attelage Beaune Passion,Activité,Beaune,21200,47.0194497,4.8542083,Découverte du vignoble bourguignon en calèche tirée par deux chevaux le long de la route des Grands Crus.,7
Dynamiques Positives,Activité,Levernois,21200,46.9926258,4.8824445,Dynamiques Positives vous accompagne aussi bien dans la progression de votre jeu de golf que dans la réalisation de vos objectifs quelqu'ils soient !,7
Mba section aca (athletisme),Activité,Audincourt,25400,47.4971964,6.8136478,,133
Aux Délices de Mia,Restaurant,L'Abergement-Sainte-Colombe,71370,46.7571044,5.0041741,,307
Grenier Philibert,Logement,Ornans,25290,47.1034721,6.1594004,"Les nouveaux greniers d'antan, reprenant la méthode traditionnelle, vous emportent dans un univers de rêve et d'aventure...",145
Ferme de Montoing,Activité,Saint-Martin-sur-Nohain,58150,47.351112,2.964732,,260
Gîte Retour aux Sources,Logement,Villapourçon,58370,46.892771,3.906371,,245
Chalet de la Source,Logement,La Grande-Verrière,71990,46.979895,4.112996,,343
VINI HÔTEL,Logement,Beaune,21200,47.0108911,4.8452832,"L'hôtel se situe à 2 mn du centre ville et des Hospices de Beaune, à 10 mn de la gare SNCF, facilement accessible des autoroutes A6, A31 et A36.",7
Chambre n°G4197,Logement,Bief-des-Maisons,39150,46.707054,6.037705,,198
L'appart' du Sculpteur,Logement,Chevroches,58500,47.450062,3.544221,,233
Le Relais des Salines,Logement,Chapelle-d'Huin,25270,46.942221,6.194104,Chambres lumineuses et spacieuses dans un cadre historique lié à la voie du sel. Restauration régionale sur place.,171
Guillemot-Michel,Activité,Clessé,71260,46.4306535,4.8296463,,414
Gîte n°G1624,Logement,Barretaine,39800,46.820786,5.710061,,216
Le Grand Clos,Logement,Tanlay,89430,47.82698,4.07994,"Ancienne plus grande ferme du village, cette maison a été remaniée en 1840 afin d'accueillir un logis principal.",471
Le Manoir de L'Echauguette,Logement,Laignes,21330,47.8419757,4.3649507,,12
Site du Montgué,Site culturel,Asnan,58420,47.309038,3.554236,,234
Le Coucou,Logement,Gien-sur-Cure,58230,47.139992,4.097913,,231
"Résidences Thermales Résidence Castelet (n°102, 106, 111, 112, 113, 114, 120, 121, 122, 123 et 124)",Logement,Bourbon-Lancy,71140,46.6190444,3.7691244,Découvrez la Résidence Castelet à proximité des Thermes,313
Piscine de Poligny,Activité,Poligny,39800,46.8319686,5.70736591,"Venez vous ""rafraîchir"" et vous détendre entre amis, en famille ou en couple à la piscine de Poligny, sous rocher de la Croix du Dan.",216
Le Lacuzon,Logement,Moirans-en-Montagne,39260,46.4305976,5.72569956,"Hôtel de charme au centre du village. Les chambres sont équipées d'écran plat, wifi, salle de bain avec baignoire et linge de bain.",206
"Bouzereau Philippe, Château de Cîteaux",Activité,Meursault,21190,46.9764034,4.7726415,,38
Les Toisières,Logement,Monthelie,21190,46.990841,4.76974,,38
Chambres d'hôtes Saint-Nicolas,Logement,Vézinnes,89700,47.8923221,3.9440527,Nos chambres d'hôtes sont des maisonnettes individuelles ayant chacune une entrée privée. Elles sont organisées autour d'une cour dans laquelle vous p,471
Gîte du Chêne,Logement,Veuxhaulles-sur-Aube,21520,47.9435425,4.80328403,,12
Maison Régionale des Arts de la Table,Site culturel,Arnay-le-Duc,21230,47.1344613,4.48522065,,4
Domaine des Epoissets,Logement,Écromagny,70270,47.7892474,6.559149,,288
Les Chambres du meunier : Chambres d'hôtes,Logement,Courtelevant,90100,47.516075,7.081584,,503
Appartement - Chantal Droz-Vincent,Logement,Les Fourgs,25300,46.8319172,6.4040637,Appartement de 85m² au 1er étage avec balcon dans une maison en duplex avec un autre appartement. Près des pistes de skis de fond et alpin.,110
"Velovitamine - Balade Oenologique à vélo ""Côte de Nuits 1er Cru"" Dijon à Gevrey-Chambertin",Activité,Chenôve,21000,47.2935893,5.0010864,"Balade à vélo guidée dans les vignes, dégustation de crus de Bourgogne. Parcours easy adapté à tous au départ de Nuits StGeorges, Dijon Sud...",13
Restaurant Taillard,Restaurant,Goumois,25470,47.260244,6.945291,"Idéalement situé dans un charmant village jurassien à la frontière franco-suisse, venez découvrir un restaurant chaleureux dans un cadre tranquille.",98
Le Presbytère,Logement,Le Fay,71580,46.668352,5.326235,,378
Le gîte des Templiers,Logement,Dole,39100,47.0859,5.49855,,196
L'Atipik Jura,Logement,Plénisette,39250,46.7989771,6.0204061,Tipi bois grand confort,184
Poitout L&C,Activité,Chablis,89800,47.816836,3.788365,,424
PORTRAITS D’ARCHITECTES : Claude-Antoine Colombot (1747-1821),Activité,Besançon,25000,47.23507,6.02606,"Visite guidée sur le thème de l'architecture, dédiée à Claude-Antoine Colombot",81
A Tour de Roues,Activité,Arbois,39600,46.9014235,5.7708211,"Vente, location, réparation de vélos & escapades pour explorez le Coeur du Jura et ses richesses à vélo !",178
Médiathèque intercommunale,Site culturel,Commenailles,39140,46.801642,5.45301799,,182
La Calèche de Clem,Activité,Noyers,89310,47.6953151,3.9957636,Balade en calèche dans la cité médiévale de Noyers-sur-Serein. Mariages et autres événements à la demande.,442
"Balades sonores : Vauban, ses fortifications, sa Citadelle",Activité,Besançon,25000,47.2431592,6.0189455,"Cette balade sonore, réalisée pour une application smartphone, permet de découvrir le patrimoine de Vauban tel qu’il existait à la fin du XVIIe siècle",81
Hôtel Les Glycines,Logement,Vézelay,89450,47.465949,3.7464047,"Durant votre séjour, la principale préoccupation de l'Hôtel Les Glycines sera de vous faire partager l’authenticité de ce lieu.",419
Base nautique du Vézenay,Activité,Malbuisson,25160,46.8079029,6.30977568,,123
Mauger Thomas,Logement,Les Chalesmes,39150,46.6913359,6.0389617,"Gîte au cœur du Jura, idéal pour séjours nature et ski. Confort jusqu'à 8 pers., terrasse et parking.",198
Les Jardins de Fontaine,Activité,Fontaine-lès-Clerval,25340,47.419902,6.468529,"Maxime vous propose de découvrir son activité de maraîcher. Il produit, au sein de son exploitation, des légumes de saison, des replants de légumes...",146
Hôtel Parc Adélie,Logement,Montagny-lès-Beaune,21200,46.9917961,4.8467757,L'hôtel Adélie vous accueille aux portes de Beaune en Bourgogne dans un cadre calme et verdoyant.,9
La Colombière,Logement,Lurcy-le-Bourg,58700,47.184086,3.396358,,254
KANWITA - Ateliers et sorties Nature au coeur de la forêt,Activité,Mussy-sous-Dun,71170,46.23116,4.33033,"""Se reconnecter à la nature, avec une approche ludique, créative et sensorielle.""",326
Hôtel-bar-restaurant  LE TERMINUS,Restaurant,Précy-sous-Thil,21390,47.3895082,4.3052361,,61
Le Moulin Terrier,Logement,L'Abergement-de-Cuisery,71290,46.565964,4.956672,,335
La Maison de Léonie,Logement,Mouthier-Haute-Pierre,25920,47.03888,6.27592,Cette maison d'hôtes authentique et confortable dans un village pittoresque vous accueille toute l'année dans un cadre chaleureux.,171
Château de Loulans-Verchamp,Logement,Loulans-Verchamp,70230,47.446088,6.205227,,158
Machard de Gramont Bertrand,Activité,Nuits-Saint-Georges,21700,47.1461761,4.9365798,,44
Les Epicuriens,Logement,Ladoix-Serrigny,21550,47.0713562,4.87808634,"Maison indépendante avec sa terrasse privée, orientée sud. Cuisine équipée et séjour avec poêle à granulés. 2 chambres avec sdb privatives.",28
Point de vue du Fort Malher,Paysage,La Cluse-et-Mijoux,25300,46.8763281,6.37801408,,93
La Maison de Claudine,Logement,Saint-Sauveur-en-Puisaye,89520,47.6198105,3.19961926,"Gîte tout confort et équipé, à proximité des commerces.",473
La Combe sous les Roses,Logement,Bretigny,21490,47.3974,5.098468,,52
Gîte de Dront,Logement,Anost,71550,47.065094,4.120638,Vaste gîte de groupe communal niché au sein d'une authentique ancienne école de village de caractère.,231
Auberge au coeur des rêves - hébergement en dortoir,Logement,Grand'Combe-Châteleu,25570,46.99324,6.5913,"En plus du gîte d'étape, 14 couchages, l'auberge dispose également d'un gîte de 4 personnes tout confort. L'auberge est perchée à 1200 m d'altitude.",115
Restaurant le Cheval Blanc,Restaurant,Cressy-sur-Somme,71760,46.6958,3.86705,cuisine traditionnelle familiale,313
Résidence Villa Médicis,Logement,Paray-le-Monial,71600,46.452896,4.121344,"La résidence services séniors Villa Médicis vous propose une vie sécurisée et conviviale: appartements,services de conciergerie,restaurant,animations.",370
Le Relais de Carminouche,Logement,Chissey-sur-Loue,39380,47.0207,5.72227,Chambre d'hôte (type T2) de 1 à 4 personnes avec accès indépendant située  dans une maison individuelle de 70m2 à Chissey sur Loue.,74
Gîte Le Palet,Logement,Vareilles,71800,46.3094245,4.2678903,Gite meublé 8 personnes avec piscine,328
Mom Plume Créations,Activité,Beaumotte-Aubertans,70190,47.41977,6.1828,"Delphine Joffre personnalise toutes sortes d'objets avec votre prénom, une date spéciale... boule de Noël avec le prénom, une planche apéro...",129
Les vergers-potagers du château de Montigny-sur-Aube,Site culturel,Montigny-sur-Aube,21520,47.9525443,4.7788723,,12
La Clé des Champs,Logement,Villiers-les-Hauts,89160,47.72664,4.148232,Charmante petite maison de plain-pied au coeur du village de Villiers-les-Hauts à proximité l’église.,471
Bar La Renaissance,Restaurant,Saint-Amour,39160,46.4355966,5.3429495,"Avec son ambiance rétro et ses motos de collection de 1929 et 1941, ce bar-restaurant  est une adresse conviviale au cœur de Saint-Amour.",219
La Ferme des Coucous,Logement,La Favière,39250,46.7519779,6.0337952,,198
Halte aux 3 brins d'herbe,Logement,Chaumot,58800,47.25556,3.64129,,234
Lafarge Henri - Domaine de la Combe,Activité,Bray,71250,46.503736,4.721154,,310
L'Ecole des Vins de Bourgogne,Activité,Beaune,21200,47.0090711,4.8480371,"Amateurs, néophytes, passionnés, nous serons heureux de vous donner les clés qui ouvrent les portes de notre vignoble.",7
Le Moulin des tachyons,Activité,Chaumont-le-Bois,21400,47.9245108,4.57694451,"Le Moulin des tachyons, bien-être, remise en forme, relaxation, méditation ! Renforcer sa dynamique personnelle et retrouver son chemin de vie.",12
Vino Dilectio,Activité,Dijon,21000,47.31747,5.03428,,19
Le Village,Logement,Longvic,21600,47.2837226,5.05679847,,33
Améthyste,Logement,Lamoura,39310,46.399771,5.9656045,,203
Le Relais de Vézelay,Logement,Sermizelles,89200,47.53814,3.79316,,442
Appartement en grande maison - R613BEN42,Logement,Les Rousses,39220,46.4691102,6.07606419,,218
Au Pays,Restaurant,Besançon,25000,47.2358572,6.02329869,Une cuisine traditionnelle française et régionale.,81
Abbaye Sainte Marie de la Pierre-Qui-Vire,Site culturel,Saint-Léger-Vauban,89630,47.358347,4.062761,"Monastère bénédictin fondé en 1850 dans un site retiré et sauvage, au cœur du Morvan.",57
"Bungalow  ""campanule"" camping la pierre",Logement,Mélisey,70270,47.7755598,6.5798664,,288
Chalet - Denis Pagnier,Logement,Brey-et-Maison-du-Bois,25240,46.746318,6.252037,,123
Double et Triple écluses de Chavance,Paysage,Achun,58110,47.114412,3.633283,,234
Hôtel restaurant de la gare,Logement,Loulans-Verchamp,70230,47.4378994,6.21141672,"Hôtel-restaurant de la gare, situé à Loulans-Verchamp, à proximité des rives de l'Ognon et de la voie verte ""Chemin vert"".",158
Point de vue de Renédale,Paysage,Renédale,25520,47.0205244,6.27915181,,171
Le Gîte Rural du Rond de Bord,Logement,Saint-Parize-le-Châtel,58490,46.8343121,3.1682227,,259
Retable de l'église de l'assomption,Site culturel,Montot,70180,47.564877,5.620951,"Retables du maître-autel et des deux chapelles latérales en stuc polychrome. Ensemble homogène, mis en place lors de la construction de l'église.",273
Le Mastroquet,Restaurant,Gray,70100,47.4490122,5.59247032,Le Restaurant Au Mastroquet saura vous accueillir en toute convivialité et avec un raffinement certain pour la décoration et la présentation.,280
Villa Rose,Logement,Escolives-Sainte-Camille,89290,47.7190012,3.60516668,"Villa Rose située à Escolives derrière l'Eglise, propose des chambres d'Hôtes. Régine et Marc seront attentifs à vos besoins.",426
Les Gîtes de l'Orée du Bois - Nuage Rouge,Logement,Boussières,25320,47.1585078,5.90956395,"Séjournez au gîte l’Orée du Bois, un endroit apaisant avec une décoration inspirée de Nuage Rouge, chef Sioux, alliant confort et nature.",87
Récré'à'Elle,Activité,Chassigny-sous-Dun,71170,46.220418,4.287794,Confection accessoires textiles et retouches,326
La Fontaine,Logement,Vieilmoulin,21540,47.31169,4.67907,,49
Le Bar'Bu,Restaurant,Cosne-Cours-sur-Loire,58200,47.4109555,2.92611609,Le Bar’Bu vous accueille dans un cadre raffiné et cosy. Restauration bistronomique avec de délicieux plats gourmands !,235
Restaurant Le Chagny,Restaurant,Chagny,71150,46.9105871,4.7523079,"Le restaurant vous accueille dans un cadre élégant, doux et raffiné avec une décoration qui allie tranquillité et modernité.",317
Beau-Site Studios - Bruyère - Appt 4,Logement,Luxeuil-les-Bains,70300,47.820728,6.374041,"Jolis petits appartements situés dans une annexe de l'hôtel, accès jardin, piscine, bibliothèque, parking, wifi, Canal +.",285
Fromagerie Le Narbief-Le Bizot,Activité,Narbief,25210,47.1278246,6.68567037,Coopérative fromagère regroupant 21 exploitations. La boutique vous propose les produits issus de la fruitière et d'autres produits du terroir.,159
L’apogée,Logement,Thoirette-Coisia,39240,46.2687765,5.5361117,,179
Fruitière à Comté de Pontarlier - Les Monts de Joux,Activité,Pontarlier,25300,46.89838,6.33774,,152
Les Champs de l'Abbaye,Activité,Aluze,71510,46.8469247,4.686939,,360
Le Sourire de la Tuilerie,Logement,Bard-le-Régulier,21430,47.1443,4.29417,,57
Chalet du lac de Vouglans,Logement,Barésia-sur-l'Ain,39130,46.55349,5.69748,,189
Ravaut Gaston et Pierre,Activité,Ladoix-Serrigny,21550,47.0793544,4.8866447,Le Domaine Gaston et Pierre RAVAUT est un domaine familiale depuis 6 générations.,28
Appartement - chalet les Clochettes - P1022CAS00,Logement,Prémanon,39220,46.451915,6.0497967,,217
Les Prés de Bondus,Logement,Chéu,89600,47.964821,3.768461,Le gîte est une maison de plain-pied totalement indépendante dans un grand terrain entièrement clos.,477
La Belle Tourelle,Logement,Longecourt-lès-Culêtre,21230,47.15581,4.54685,,4
Gîte de groupe et familiale Gai soleil,Logement,Flangebouche,25390,47.086753,6.489534,,114
Lac de Pannecière,Paysage,Chaumard,58120,47.155027,3.895771,"Le lac de Pannecière est le plus grand de Bourgogne (520 ha), il se répand sur 7,5 km dans un joli site de collines boisées.",231
Cluzeaud Jean-Claude et Fils,Activité,Volnay,21190,47.0006101,4.7797822,,38
Dauvissat Vincent,Activité,Chablis,89800,47.811492,3.7999985,,424
Chambres d'hôte Au bon vivant,Logement,Dampierre-sur-Salon,70180,47.5619165,5.6841,"Les chambres d'hôtes ""Au bon vivant"" portent à merveille leur nom : cadre et hôtes chaleureux et dégustation de délicieux thés sur place.",273
Maison & Laboratoire de Louis Pasteur,Activité,Arbois,39600,46.9065649,5.76954424,"La maison de Louis Pasteur à Arbois est un lieu patrimonial absolument unique, encore habité par la présence du scientifique.",178
Domaine Drain,Activité,Jambles,71640,46.7715657,4.69739086,Le domaine Christophe DRAIN est heureux de vous accueillir dans son cadre typiquement bourguignon.,348
Domaine Taureau,Logement,Saint-Brisson,58230,47.2759999,4.09566387,,57
Les belles ouvrières - Apiculture,Activité,Champlitte,70600,47.6187658,5.5099721,"L'apicultrice Magali Klein propose toute une sélection de délicieux miels réalisés à Champlitte. Mais aussi pain d'épices, pollen, nougats, bougies...",271
Les serres de la mollière,Activité,Chèvremont,90340,47.629128,6.943254,,490
Le Colibri,Restaurant,Dommartin-lès-Cuiseaux,71480,46.498302,5.29780103,,412
Andréas corso - art cuir design,Activité,Rouhe,25440,47.0822849,5.9615546,,155
Le Bistrot des Planches,Restaurant,Les Planches-près-Arbois,39600,46.8783053,5.80648969,"Nos plats sont préparés sur place, avec un maximum de produits frais et locaux pour régaler vos papilles!",178
Gîte rural de Tremeux,Logement,Les Plains-et-Grands-Essarts,25470,47.3111583,6.87460899,"Située en pleine nature, cette vaste ferme comtoise rénovée de grande capacité est idéale pour vacances entre amis ou en famille.",98
Jura Ciel,Activité,Marnoz,39110,46.9501,5.83101,Jura Ciel vous propose des vols en montgolfières au dessus du Jura.,210
L' Ancien Presbytère,Logement,Ameugny,71460,46.525516,4.677637,,382
Maison Le Feu Follet,Logement,Lormes,58140,47.2844177,3.8198724,,244
